IsEnabled1;Value11;Value12;Value13;IsEnabled2;Value21;Value22
False;3;6;272;True;836;6
False;4;7;100;True;256;1
True;7;3;249;False;480;4
True;7;1;65;True;1065;4
False;0;2;133;False;630;6
False;2;2;51;False;631;3
True;5;1;90;True;1919;3
True;1;2;122;True;827;4
False;4;7;212;False;793;6
False;0;1;463;False;1068;2
False;0;2;416;True;723;0
True;4;4;33;False;1917;5
False;0;3;209;False;1052;3
True;5;5;416;False;984;6
False;2;0;496;False;1573;2
True;1;6;479;False;672;6
True;2;3;331;True;240;3
True;4;1;258;True;163;5
False;2;4;358;True;1797;6
True;6;5;251;True;1754;2
True;4;7;455;True;1133;2
True;2;5;429;False;1416;4
False;0;7;247;False;271;0
False;7;2;489;False;468;3
False;1;4;21;False;1025;2
False;4;2;265;True;704;1
False;0;6;201;False;1954;3
True;5;3;327;True;882;0
False;5;5;207;False;1144;6
True;1;5;14;False;759;4
False;6;0;302;False;928;3
False;4;6;192;False;1786;6
True;4;1;144;True;68;4
True;5;6;353;True;785;7
True;7;3;303;True;1211;1
True;0;3;360;True;427;4
True;4;5;128;True;1071;1
True;6;2;36;True;94;1
False;4;3;298;True;1911;4
True;4;2;195;False;481;6
False;4;7;4;True;1211;1
True;0;6;250;False;588;2
False;0;4;123;False;79;6
False;4;7;45;False;1766;5
False;5;6;507;True;220;4
False;4;6;13;True;621;7
True;0;4;159;False;795;6
True;6;5;212;False;868;7
True;6;1;43;False;669;3
False;7;7;192;True;616;3
True;2;6;490;True;1241;1
True;7;1;210;False;1387;5
False;3;1;371;False;1399;3
True;4;5;174;True;783;3
False;3;1;422;False;1976;5
True;0;1;355;False;1468;1
True;3;0;365;False;2033;0
True;0;1;272;True;11;1
False;6;5;43;True;40;2
False;4;7;379;False;1973;4
False;2;4;145;True;1647;6
True;7;5;274;True;1036;3
False;4;4;210;False;606;5
False;2;2;198;False;34;2
True;1;0;457;True;1062;6
True;3;3;7;True;1908;0
False;0;3;401;False;1848;1
True;2;4;151;False;1189;3
True;5;1;113;True;1820;4
False;1;5;431;False;20;6
True;4;0;351;True;1648;4
False;4;0;295;False;146;2
True;0;6;471;True;299;0
True;5;1;163;True;1316;0
True;2;6;246;False;543;1
True;3;1;205;True;545;0
True;2;1;90;False;212;6
False;4;7;497;True;1475;1
True;1;4;277;False;1170;6
True;4;5;303;False;1326;2
True;3;6;401;False;832;2
True;1;0;285;True;2008;3
False;7;1;68;True;1136;4
True;5;5;14;True;527;3
False;7;6;35;False;1565;2
True;6;6;387;True;463;5
False;1;5;333;True;386;3
True;7;3;481;True;1332;0
True;2;5;443;False;857;1
False;7;2;244;False;666;7
False;5;2;507;False;442;3
False;4;4;368;True;1059;0
False;0;5;288;True;976;6
True;7;3;214;False;861;7
True;2;6;345;False;1804;6
False;4;1;26;True;1097;5
True;4;1;336;True;904;4
True;5;1;437;True;44;4
True;2;7;396;True;1625;6
False;1;3;500;False;360;3
False;4;3;124;False;821;5
False;6;7;7;False;1654;2
True;0;4;99;True;1095;2
False;5;4;419;False;1571;4
True;2;7;137;True;1938;5
True;6;5;491;False;2018;6
True;6;3;250;False;1087;5
True;5;7;207;True;82;3
False;2;7;439;False;240;2
False;7;7;216;True;1430;5
True;5;7;48;False;131;3
True;7;0;163;False;1480;6
True;6;4;290;False;1812;1
True;1;0;36;False;1685;6
True;0;1;490;True;1140;2
False;0;4;372;True;1686;2
True;0;4;502;True;822;6
False;6;6;195;True;78;2
False;3;3;458;True;1439;6
False;3;1;69;False;599;1
False;2;6;481;False;396;5
False;0;7;431;False;515;1
True;7;6;219;True;331;2
True;6;6;164;False;29;5
False;4;2;436;True;1625;2
True;0;4;494;True;588;4
False;4;3;302;False;92;3
True;0;2;41;True;361;0
True;2;3;113;False;435;1
True;6;4;4;True;368;3
False;7;7;164;True;563;3
True;4;7;164;False;167;2
False;1;0;397;True;772;2
True;0;1;289;True;809;3
True;0;2;475;True;1427;4
False;5;6;177;False;101;7
False;1;4;185;False;913;1
True;1;5;456;True;487;7
False;3;6;172;True;1559;4
True;0;1;352;False;469;3
True;7;2;433;False;299;7
True;3;5;125;False;304;0
True;5;4;337;False;2015;5
False;3;5;10;True;349;3
False;1;3;195;False;535;4
False;5;1;128;False;1933;3
True;5;7;373;False;170;6
True;6;4;36;True;214;7
False;7;2;236;False;1768;4
False;2;2;485;False;117;4
False;3;5;331;False;1197;6
False;6;2;140;False;826;2
True;2;6;274;True;1575;4
False;7;5;327;True;1026;5
True;6;4;314;True;886;5
False;4;4;204;True;305;4
False;6;0;300;False;1322;0
True;1;5;230;False;1989;4
False;1;2;495;False;1993;1
True;1;3;155;True;1349;1
False;2;2;189;False;1926;3
False;6;1;209;True;725;5
True;2;4;94;True;1695;1
True;3;2;219;True;794;6
False;0;0;52;False;867;2
False;1;0;396;True;2011;0
False;6;0;278;False;707;4
False;6;3;297;False;1925;5
True;0;6;72;False;257;2
False;3;2;96;True;1962;2
False;7;7;186;True;773;1
True;6;6;341;True;1257;6
True;2;0;319;True;1489;4
True;2;2;106;True;970;3
True;3;6;443;False;1222;1
True;6;0;356;False;92;5
False;2;2;390;True;1470;2
False;4;1;505;True;904;6
True;5;3;481;True;1541;0
True;6;0;92;True;615;6
False;3;4;416;False;1341;5
True;5;6;49;True;800;3
False;1;7;100;False;1564;2
True;0;1;436;False;1240;4
False;3;7;480;True;93;4
True;0;5;24;True;1785;0
False;2;1;186;False;1562;4
False;2;2;365;True;668;4
True;1;4;270;True;845;5
True;4;5;270;False;1122;0
False;7;5;389;True;826;6
False;7;6;250;True;1894;3
True;0;3;473;False;542;5
True;1;3;17;False;210;3
False;6;6;458;True;1513;6
False;1;1;224;True;1621;1
False;1;1;327;False;1579;5
False;2;2;414;False;95;7
False;3;5;470;False;1530;0
False;0;3;311;False;571;3
False;7;0;146;True;100;7
False;7;3;76;False;293;0
True;5;6;475;False;2005;4
False;4;0;140;True;1853;1
True;2;2;298;True;1391;2
True;4;6;285;False;862;7
True;3;2;117;False;259;5
False;0;4;168;False;605;1
True;3;7;395;False;1852;3
False;0;4;470;False;794;0
True;1;2;326;True;882;1
False;2;7;90;False;1340;1
False;4;1;261;False;447;4
False;2;1;187;True;252;3
True;6;6;34;False;931;3
True;4;3;139;True;1125;0
True;4;2;108;True;1209;2
True;1;3;466;True;1377;4
True;0;3;250;True;700;2
True;7;2;27;True;1129;1
False;7;6;505;False;1372;3
False;4;6;424;False;38;0
True;4;7;26;True;1079;0
False;4;0;314;True;1182;1
False;4;4;2;True;10;4
False;0;1;232;True;1849;4
True;5;3;380;False;715;1
False;1;5;301;True;1279;1
False;4;3;455;False;379;4
False;2;5;3;True;523;7
True;5;7;324;True;1483;6
False;0;0;272;False;250;3
False;1;4;34;True;1422;5
True;5;0;466;False;1893;4
True;7;7;241;True;1437;6
True;3;0;340;False;1048;5
True;7;7;381;True;1765;5
False;5;6;472;False;1758;0
False;6;6;137;True;1896;1
True;6;0;491;False;154;4
True;4;2;203;False;401;3
True;1;5;17;False;957;3
False;6;2;481;False;864;0
False;1;0;312;False;51;5
True;2;3;240;False;1162;6
True;4;6;298;True;1534;4
False;3;5;285;False;322;7
True;6;1;286;True;289;2
True;2;4;278;True;201;7
False;1;3;319;False;388;6
True;4;6;411;True;1334;6
False;7;5;372;False;201;1
True;1;7;163;True;1442;4
False;3;2;227;True;1323;6
True;0;4;101;True;121;7
True;2;2;233;False;62;7
True;2;4;345;False;136;7
False;1;6;161;True;822;3
False;0;4;433;True;717;5
True;2;1;362;True;464;5
True;6;2;417;True;146;6
False;2;5;327;False;1027;3
True;3;0;9;True;1148;4
True;1;2;176;True;203;4
False;2;4;441;False;233;1
True;1;2;350;False;1555;5
False;1;3;352;False;840;3
True;6;0;91;True;1524;6
True;2;1;241;True;1785;3
True;2;6;502;False;805;5
True;4;3;53;True;282;2
False;7;3;147;False;1499;1
True;3;4;328;False;1529;2
True;1;2;55;False;1469;5
True;2;0;120;False;1651;5
False;5;1;488;False;415;0
True;5;3;239;True;96;7
False;3;7;10;False;1951;2
True;1;5;369;False;943;2
False;7;5;511;False;1446;6
False;5;3;242;False;402;5
False;7;1;390;False;1348;6
False;6;0;319;True;2000;1
False;3;0;432;True;913;5
False;5;6;103;True;1236;0
True;6;1;464;False;1282;5
True;6;0;404;False;1778;5
True;5;1;103;True;1021;6
True;4;4;148;True;646;5
True;4;5;304;False;250;7
True;0;4;290;True;1834;5
False;6;1;220;False;943;2
False;5;2;335;False;1963;2
True;3;5;71;True;306;4
True;7;5;369;False;930;5
True;2;5;171;True;296;7
False;6;4;304;False;731;6
True;4;0;89;True;1583;3
False;7;3;382;True;1865;3
True;0;1;402;True;1654;0
True;3;3;458;False;694;1
True;4;4;194;True;845;0
False;4;0;341;True;1474;5
True;7;5;287;False;1444;1
False;4;7;265;True;105;4
False;5;2;264;True;1883;4
True;3;1;340;True;1642;5
True;7;4;404;False;896;6
False;0;2;107;True;1720;0
True;3;2;125;False;1754;6
True;4;6;289;False;888;7
True;7;4;334;False;233;4
True;7;0;304;False;1927;0
True;0;6;217;False;194;6
True;5;5;119;True;62;0
True;7;0;323;False;1769;6
True;3;4;8;True;1074;1
False;0;0;385;False;1157;6
False;4;3;72;False;1015;3
True;3;2;273;True;1921;2
True;2;1;242;True;699;7
True;3;1;33;True;741;4
True;1;4;454;True;877;1
True;5;3;232;False;410;4
False;2;2;508;False;1941;6
True;6;1;129;False;262;7
False;2;1;108;True;458;6
True;7;6;40;True;97;6
False;2;4;197;True;538;0
False;0;3;244;False;229;6
True;6;4;479;True;606;1
False;1;3;150;False;561;3
True;3;3;436;True;1007;6
True;0;4;479;False;1336;1
True;3;2;53;False;752;5
True;0;7;47;True;1604;4
False;3;1;49;True;1921;0
False;6;2;31;True;556;0
True;6;0;166;False;808;1
True;7;3;135;True;275;3
True;2;0;420;False;562;7
False;7;3;295;True;1804;6
False;5;7;507;True;1348;5
True;0;2;319;False;1863;5
False;0;7;310;True;284;7
True;0;7;467;False;1601;1
True;6;0;428;True;1063;1
False;4;4;413;True;643;4
False;6;7;463;True;243;4
False;0;5;342;True;83;6
True;6;0;163;False;1270;5
True;5;4;215;True;496;7
False;0;5;16;True;568;0
False;3;1;109;False;1992;0
True;5;7;455;True;1877;0
True;7;1;209;True;875;4
True;2;0;36;True;890;6
False;6;4;108;True;1064;1
True;5;3;75;True;425;2
True;5;5;432;False;766;4
False;3;1;452;True;299;6
True;3;2;83;False;420;7
True;5;0;207;True;357;6
False;0;7;158;False;366;2
False;5;5;157;False;1147;5
True;3;3;139;False;327;4
True;3;1;194;False;148;5
True;6;4;120;True;1513;6
False;5;3;164;False;1490;0
False;5;6;367;True;1428;2
True;4;7;273;True;1895;5
True;5;1;489;True;517;1
True;1;7;218;False;349;5
False;4;7;448;False;739;0
True;0;2;149;False;234;3
True;3;5;458;True;942;0
False;6;1;333;False;315;6
False;1;2;431;False;1985;2
True;5;4;217;False;1048;4
False;1;3;40;False;340;5
True;7;0;213;False;1246;5
False;6;4;206;True;1862;1
True;1;7;88;True;1901;1
True;1;7;150;True;1377;1
True;1;2;81;False;1007;0
True;0;0;48;False;1033;1
True;0;6;133;True;2040;2
True;0;2;327;True;1063;5
True;2;4;23;True;1506;0
True;3;0;356;False;1924;0
True;5;6;307;True;1636;5
True;4;4;236;True;1779;6
True;0;7;251;True;1053;5
False;1;3;29;True;964;4
True;4;2;491;False;898;4
False;7;5;336;False;142;0
True;1;3;88;False;1447;0
True;4;0;349;True;982;3
True;3;4;161;False;716;0
False;4;3;171;True;2005;2
False;5;5;57;False;328;4
True;7;3;91;False;473;2
False;7;0;249;True;1201;3
False;1;1;96;False;863;1
True;3;5;68;False;236;0
False;1;7;185;False;752;4
False;4;5;508;False;147;2
False;4;5;375;True;751;7
True;2;7;255;True;632;5
False;2;2;509;True;934;0
True;1;0;172;False;1483;5
True;1;6;116;False;953;3
True;0;0;187;False;939;4
False;4;0;331;False;1008;4
True;5;4;3;False;443;6
False;5;4;245;False;485;4
True;1;3;506;False;566;5
True;3;1;56;False;1028;4
True;6;4;77;False;1407;1
False;4;5;109;False;114;4
True;2;5;5;True;334;1
False;3;7;162;False;7;7
False;4;0;97;False;7;6
False;1;3;104;True;488;7
False;7;7;355;True;714;4
True;7;2;333;True;1038;6
True;4;2;21;False;387;3
True;0;4;189;True;1432;0
False;7;4;253;True;763;3
True;1;4;324;True;91;3
False;2;2;154;True;418;7
True;1;1;496;False;1380;2
False;5;5;269;False;1269;2
False;1;1;46;True;1090;1
False;4;5;494;True;11;1
False;0;5;121;False;773;3
True;6;3;253;True;1583;5
True;0;6;504;False;1038;0
False;6;1;82;True;1141;1
True;0;3;191;True;1177;3
False;4;2;347;False;1808;6
True;4;0;54;True;163;3
False;6;2;71;False;431;0
True;0;2;26;True;571;0
False;2;0;480;True;1363;2
False;4;0;191;True;683;2
False;4;4;49;True;840;2
False;4;6;432;False;45;1
False;3;6;321;False;1444;5
True;7;5;245;False;413;0
False;5;2;126;True;498;2
True;5;1;328;True;1341;3
False;6;3;271;True;1623;1
False;7;6;347;True;1524;3
True;1;6;165;False;1671;1
True;1;6;190;True;1243;4
True;3;3;290;True;1388;3
True;5;5;440;True;1635;3
True;1;1;36;False;1071;4
True;3;2;31;False;120;1
False;4;4;164;False;365;1
True;3;1;319;True;762;1
True;4;0;122;False;2036;3
True;0;3;443;True;540;2
True;7;7;138;False;1439;0
False;0;7;187;True;102;3
False;4;0;359;True;1731;0
False;7;6;140;True;1896;2
False;0;3;348;False;996;3
True;5;7;393;True;1717;2
False;6;0;288;False;1872;5
True;0;5;1;False;1576;4
True;5;7;485;False;1934;2
False;6;1;182;False;1152;5
False;0;3;58;True;1276;4
False;6;4;247;True;1093;5
False;5;4;91;False;1624;6
False;3;6;70;True;1483;5
True;6;2;136;True;1172;4
False;3;7;164;False;31;2
True;3;6;283;False;198;4
True;0;4;100;True;341;2
False;5;5;163;False;911;2
True;7;6;7;True;350;3
False;4;1;198;False;1641;0
True;4;0;338;True;1124;3
False;3;5;224;True;1804;0
True;5;6;217;False;667;6
True;7;2;176;False;342;7
False;2;7;87;False;1739;3
True;4;1;127;False;307;7
True;0;6;324;True;1995;1
False;7;4;252;False;890;3
False;2;7;50;True;1021;0
False;4;6;26;True;812;2
True;0;1;28;True;1045;5
True;7;7;227;False;1098;6
False;5;7;435;True;812;5
False;1;2;183;False;55;7
False;2;1;76;False;136;7
True;7;7;343;True;999;1
True;4;5;204;True;1914;6
False;4;3;380;True;2019;4
True;5;6;439;False;1774;2
True;1;5;253;True;1511;1
False;4;5;420;False;1893;4
True;7;1;354;False;1455;0
True;7;1;385;False;1394;3
False;7;3;73;False;1171;6
False;3;1;214;False;1500;3
True;4;1;395;False;542;5
False;0;5;3;False;828;5
False;7;2;88;False;1386;6
True;6;1;383;True;1039;2
False;0;4;43;True;844;4
True;3;0;360;False;946;6
False;6;3;451;False;774;6
False;5;1;114;True;1685;0
False;4;1;245;True;947;1
False;3;7;96;False;1237;4
True;4;1;475;True;345;2
False;6;1;437;False;1987;1
True;7;3;260;False;429;3
True;5;3;44;False;180;7
True;0;6;50;True;285;3
False;5;2;475;False;1924;3
True;1;0;261;True;685;1
True;3;0;435;True;912;2
True;1;3;155;True;339;3
False;7;1;326;True;1153;6
False;6;4;315;False;918;6
True;7;4;167;False;811;1
False;2;4;183;False;303;6
True;4;1;356;False;1959;4
False;3;7;332;False;1079;0
True;6;0;375;False;1254;4
False;4;0;16;True;1292;4
True;7;6;19;True;59;7
True;5;1;266;True;886;1
False;0;4;73;True;670;3
True;4;6;495;False;1717;2
False;3;3;135;False;1333;4
True;6;2;440;True;418;7
False;4;1;474;True;889;3
True;5;5;500;False;71;6
False;4;4;123;False;1527;1
True;1;3;20;True;1532;2
False;0;3;381;False;1898;0
True;1;3;303;True;1099;3
True;0;6;474;True;788;3
False;2;5;384;True;1193;6
True;2;6;113;True;1460;5
False;1;6;190;False;1913;3
False;6;2;86;False;866;2
True;5;7;112;False;1838;4
False;1;6;202;False;1983;6
True;4;1;456;False;1485;3
True;6;7;119;True;714;5
True;4;0;173;True;363;7
False;4;2;74;False;510;5
False;2;5;159;True;1207;3
False;4;1;215;False;1465;5
False;6;6;229;True;1054;0
True;7;1;259;False;17;0
False;5;4;194;True;1504;4
True;4;4;227;False;1779;3
True;5;0;116;True;1447;6
False;2;1;244;True;1474;1
False;3;2;50;True;2008;1
False;1;3;476;True;512;7
False;7;7;343;True;1701;1
False;6;4;215;True;1637;6
False;7;7;143;True;1721;6
False;4;5;467;True;1199;5
False;6;0;113;True;1567;1
False;1;6;123;True;1983;4
True;7;6;292;False;443;2
True;3;2;82;False;462;7
True;7;5;55;True;108;1
False;4;1;439;False;806;1
True;3;7;454;True;391;1
True;1;5;391;False;835;0
True;1;5;427;True;735;6
False;1;5;488;False;473;7
True;4;4;237;True;882;7
True;3;6;201;True;1505;0
True;6;6;272;True;1868;4
False;4;1;97;False;1485;3
False;7;1;243;False;121;0
True;1;1;426;True;18;1
False;2;7;430;True;1816;0
True;5;0;192;True;1500;6
False;3;6;142;True;618;7
True;1;7;487;False;1299;3
True;5;6;209;True;385;7
True;0;5;64;False;1175;4
False;5;4;417;False;278;4
True;6;0;181;True;401;7
False;7;4;63;False;308;6
False;1;1;273;False;340;2
True;6;3;303;False;1002;2
False;7;1;288;True;57;1
True;4;0;115;True;812;6
True;0;0;123;True;1509;3
False;1;6;130;False;1135;1
False;4;0;465;True;478;7
False;3;6;265;True;661;6
True;4;0;19;False;1636;5
True;7;1;485;False;1346;0
False;4;1;285;False;777;7
True;1;7;421;True;1539;4
False;1;7;157;False;1946;3
True;6;1;64;False;606;4
False;0;7;245;False;1605;5
True;0;3;131;False;118;4
True;0;0;280;False;372;3
False;2;4;83;False;1652;6
True;4;1;37;False;1504;0
True;2;5;317;False;57;0
False;1;6;504;True;2046;3
True;5;5;250;False;833;6
True;1;7;18;True;2010;2
False;3;7;0;True;1353;1
False;1;1;136;True;1989;0
False;7;3;45;False;744;6
True;1;7;447;True;1123;2
False;3;6;368;True;1941;6
True;5;0;168;False;422;3
False;6;6;41;False;1737;5
True;5;3;344;False;1315;4
False;4;1;218;False;1705;0
True;0;6;407;False;964;2
True;4;5;18;False;154;1
False;6;4;78;False;691;6
True;5;5;431;True;726;6
False;4;5;166;False;334;0
False;5;4;60;True;945;1
False;1;5;304;False;1274;2
False;0;7;357;False;1386;5
True;0;4;284;True;403;0
True;0;0;232;True;1766;1
True;1;6;37;True;1155;6
False;4;7;123;True;138;3
True;2;0;254;True;266;0
False;0;2;300;True;1449;3
True;0;0;57;True;793;4
True;6;6;127;True;894;2
False;3;7;408;False;1061;1
False;1;4;140;False;56;7
False;5;6;441;False;13;4
False;6;0;277;True;445;5
True;0;3;380;False;822;3
False;4;3;375;False;344;7
True;5;6;70;False;309;2
True;3;3;318;True;429;3
True;4;4;68;True;1962;6
True;3;2;71;False;1675;6
False;3;7;490;True;870;5
True;1;4;373;False;1688;4
True;7;6;490;True;933;6
True;0;2;96;False;585;0
True;5;5;97;True;239;3
True;6;1;273;True;821;7
False;2;6;436;True;953;3
False;0;0;67;False;1120;6
True;0;1;14;True;575;2
True;4;1;139;False;1792;2
True;0;5;281;True;837;5
False;2;1;110;False;1801;6
False;4;5;476;True;1831;3
True;3;3;219;True;1474;1
False;1;7;290;True;377;4
True;4;2;487;False;1040;2
True;1;1;329;False;576;7
True;0;6;272;False;280;2
False;4;7;508;False;600;7
False;5;7;190;True;746;7
True;0;7;258;True;1086;1
False;1;7;131;True;1462;4
False;6;3;500;False;1998;1
True;2;0;320;False;229;0
False;0;7;471;False;880;5
True;4;4;323;True;1288;3
False;1;0;112;True;1723;1
True;7;2;363;False;1792;6
False;3;6;133;True;1805;4
True;4;2;328;True;1542;2
True;6;6;243;True;767;6
True;2;1;272;False;261;3
True;0;1;147;False;1735;6
False;0;3;391;True;1629;0
True;1;5;377;False;997;3
True;7;0;227;True;508;5
False;0;0;163;False;1375;6
False;0;2;484;False;741;7
True;2;2;430;True;401;6
False;3;4;60;True;1256;6
False;2;1;495;False;107;7
False;2;0;483;False;69;1
False;7;0;286;False;874;1
False;4;6;429;False;1049;1
False;6;1;142;True;979;4
True;0;6;82;False;183;2
True;4;6;175;False;272;3
False;1;3;222;True;586;2
False;5;1;498;True;67;1
True;3;0;405;True;1829;0
False;2;2;342;True;690;7
True;4;0;310;True;28;0
True;7;3;105;False;752;3
True;7;4;173;True;90;7
False;3;3;324;False;588;5
False;2;0;359;False;1456;0
False;3;0;385;True;1737;2
True;4;6;170;True;704;6
True;0;3;432;False;627;2
False;1;1;70;True;1921;6
False;5;1;161;False;1146;5
True;2;3;369;False;84;4
True;4;1;445;False;1362;1
False;4;6;493;False;2003;6
True;5;2;191;False;1947;3
True;5;3;9;True;576;2
False;1;0;475;True;65;0
False;4;2;85;False;202;3
True;1;6;137;False;1400;5
True;1;6;359;True;791;6
False;4;2;108;False;588;3
True;1;7;140;True;757;7
True;5;3;138;False;801;3
True;0;3;448;True;1391;0
True;2;6;207;False;639;0
False;6;6;287;False;1017;0
True;1;6;357;False;588;3
True;1;5;70;False;949;0
False;4;6;473;False;172;3
False;7;0;389;False;697;3
True;7;5;147;True;1016;0
True;7;4;185;True;11;7
True;2;1;377;False;1724;5
True;7;5;240;True;2023;3
False;2;0;282;True;1774;2
False;2;6;445;True;738;6
False;3;5;462;True;431;7
False;1;4;269;False;519;7
False;5;7;362;False;1964;2
True;7;4;18;False;1589;2
False;4;0;354;True;818;2
False;3;1;504;False;670;0
False;7;6;51;False;114;5
True;1;1;144;False;1451;6
True;5;2;411;False;110;1
True;7;5;125;False;23;3
True;5;6;333;True;1677;6
True;2;2;88;True;1841;1
True;6;3;22;False;25;5
True;0;6;132;False;403;2
False;7;5;119;False;117;2
True;0;4;90;False;70;0
True;7;4;380;False;109;4
False;3;3;434;True;198;2
True;7;5;80;True;116;5
False;0;3;497;True;855;7
True;6;4;467;False;150;4
True;6;0;169;False;1408;2
True;4;6;477;False;1499;6
False;5;4;36;False;1619;4
False;0;2;297;True;1790;4
False;1;3;314;True;788;2
True;0;0;209;False;532;3
False;1;2;339;True;852;6
False;1;3;434;True;904;6
True;5;4;271;False;9;6
True;7;1;288;True;1330;5
False;5;3;500;False;261;5
True;1;6;211;True;228;4
True;3;4;41;False;83;5
True;2;6;354;False;1067;2
False;0;4;501;False;469;0
True;6;2;234;True;285;0
False;2;1;119;False;1859;2
False;5;5;5;False;2021;3
True;0;1;116;True;1965;2
False;2;0;89;True;643;2
False;4;2;290;True;272;4
False;3;0;333;False;156;7
True;2;0;378;True;1538;4
True;0;0;250;False;262;1
True;6;3;269;True;794;1
False;3;1;344;True;1846;2
True;3;0;341;False;1817;0
False;0;3;269;False;580;1
False;7;1;57;True;946;0
False;0;0;317;False;1950;2
False;7;5;454;False;1525;3
True;7;7;455;True;781;6
True;1;5;80;True;1841;2
False;3;1;490;False;588;2
True;4;4;293;True;1071;4
False;4;5;303;True;1067;0
True;7;2;110;False;1268;5
False;7;2;17;False;721;5
True;2;5;39;False;30;0
True;2;1;79;False;1061;4
True;5;4;8;False;184;6
True;0;6;221;False;546;0
False;0;6;435;True;1023;2
True;7;3;133;False;1663;4
False;0;3;345;False;1416;1
False;1;4;172;True;487;5
False;3;7;276;True;864;7
True;5;7;73;True;258;7
False;7;1;130;True;1695;1
True;1;1;152;False;707;7
False;5;3;261;False;298;1
False;6;5;212;True;1148;5
True;6;4;476;True;198;2
False;6;2;408;False;212;5
True;2;2;473;False;800;7
True;3;0;132;True;126;3
True;1;6;99;True;2008;1
False;4;4;298;True;1356;3
False;1;6;27;False;996;3
False;6;1;266;True;1912;6
True;4;7;379;True;762;2
False;1;7;69;True;272;5
False;2;1;377;False;2006;5
False;5;4;466;True;106;3
True;0;4;345;False;1853;1
True;5;3;340;False;402;6
True;7;0;131;False;435;1
True;0;3;63;True;1542;2
True;5;1;357;False;918;5
True;3;6;493;False;324;7
False;7;7;419;False;1988;1
True;2;6;397;True;12;5
False;2;0;478;True;1990;3
True;5;7;332;False;1827;5
False;4;3;376;False;1382;3
False;3;4;68;True;1774;3
True;2;2;409;False;1180;4
False;3;4;28;True;798;7
False;0;5;200;True;1816;6
True;5;7;392;True;1229;3
True;7;1;363;True;1904;2
True;5;0;51;True;433;1
True;0;1;435;False;1855;6
False;5;0;201;False;1162;0
False;3;4;55;False;1652;1
True;0;0;26;True;1299;5
True;0;3;491;True;582;4
True;3;2;480;True;503;5
False;0;7;312;True;710;2
False;1;4;161;False;945;1
False;2;7;499;True;2029;5
True;3;6;323;False;1959;1
False;6;4;501;True;1772;1
True;4;3;69;False;1088;0
True;5;1;211;False;298;2
True;4;5;450;False;1959;0
False;6;4;140;True;1510;1
False;3;1;265;True;1839;6
True;6;7;299;True;1857;2
True;2;7;300;True;1936;2
False;1;3;41;True;52;4
True;2;4;213;False;1370;4
False;0;6;228;False;1388;1
False;3;3;444;True;245;2
True;2;1;244;True;766;5
True;2;5;159;False;1208;3
False;4;5;246;True;1205;1
True;0;5;439;False;1342;3
True;1;7;31;False;878;1
False;7;5;404;True;1073;3
True;0;6;18;False;1917;5
True;6;1;367;True;84;2
False;4;7;393;True;462;4
False;3;6;442;True;688;7
False;6;7;414;True;7;4
False;7;6;328;False;329;1
False;0;6;442;True;1387;5
True;4;0;176;False;844;5
False;2;0;411;True;502;1
False;0;4;103;True;1476;3
True;4;0;361;False;1867;1
True;3;6;458;True;853;3
False;0;4;262;True;831;0
True;4;5;195;False;2021;3
False;1;7;505;False;342;1
True;3;1;96;False;29;0
True;4;1;408;True;287;3
True;5;4;408;True;902;3
False;0;6;121;False;1529;3
True;7;5;437;True;1470;2
False;5;7;439;True;263;2
True;7;0;440;False;263;5
False;4;4;240;True;988;4
True;5;5;411;True;1927;3
True;4;4;135;False;52;7
False;5;5;445;False;1457;5
True;5;2;118;False;2016;6
True;5;5;502;False;1609;4
True;2;7;252;False;1318;2
False;0;7;191;True;1366;5
True;4;2;291;True;93;4
True;7;5;51;True;1288;0
False;2;3;448;True;1673;3
True;0;1;204;True;559;6
False;0;6;438;True;1998;2
False;3;5;132;False;1945;3
False;7;6;225;False;371;5
True;2;6;354;True;2006;1
False;6;3;462;True;2002;3
True;6;2;394;True;2016;0
False;4;7;303;False;1494;2
False;1;4;260;False;1589;3
True;0;1;366;True;1336;5
True;6;3;492;True;1303;6
False;6;6;451;False;69;1
False;5;4;94;True;1246;0
False;2;0;463;False;538;4
False;3;0;329;True;289;5
True;1;4;450;False;1951;0
False;7;7;147;True;737;5
True;5;3;263;False;920;0
True;6;0;134;True;1225;5
True;0;7;101;False;736;7
True;1;1;402;True;329;6
False;2;6;476;True;809;1
False;1;5;90;True;1653;0
True;2;5;422;True;18;5
True;6;1;494;True;582;0
False;6;1;307;True;636;0
False;1;2;265;False;1521;5
False;1;4;506;True;1283;1
True;2;0;452;False;1826;0
False;2;1;435;True;1573;2
True;1;1;3;False;59;3
True;3;1;108;True;257;7
True;4;2;309;True;578;1
True;1;3;306;True;102;7
True;7;2;354;True;1194;1
True;4;7;268;False;22;1
True;5;1;157;False;1368;4
False;4;2;166;True;580;2
True;1;3;53;False;329;1
False;7;0;242;True;1870;6
False;1;3;239;False;1560;2
False;3;6;429;False;899;7
True;3;3;475;False;1645;5
True;6;7;369;False;1897;6
False;5;0;44;True;607;5
False;7;6;471;False;1858;2
True;7;7;40;True;853;6
True;2;5;494;True;918;1
True;2;2;301;False;1726;1
True;3;1;52;False;1706;3
False;3;7;400;False;1503;4
True;2;3;440;False;446;5
True;5;1;453;True;1838;5
False;7;6;245;False;1475;0
True;0;2;342;True;218;5
False;6;2;239;True;1797;4
True;6;0;348;False;345;2
